job_title,job_date,job_views
['中物院软件中心2023热招（北京/绵阳/成都）'],['2022-10-25'],['218']
['海博思创2023校园招聘 --加入我们，引领绿色能源发展'],['2022-10-25'],['227']
['京运通2023校园招聘正式启航'],['2022-10-25'],['183']
['陕西邮政2023年度秋季校园招聘启事'],['2022-10-25'],['166']
['北京北燃实业集团有限公司 2023年应届毕业生招聘简章'],['2022-10-25'],['152']
['泓德基金管理有限公司招聘信息'],['2022-10-25'],['103']
['苏州杰锐思智能科技股份有限公司2023届校园招聘简章'],['2022-10-25'],['120']
['首创证券2023年度校园招聘广告'],['2022-10-25'],['150']
['中国南航集团航空食品有限公司2023年校园招聘'],['2022-10-25'],['136']
['厦门松霖科技2023届校园招聘简章'],['2022-10-25'],['101']
['北方华创微电子2023届秋季校园招聘'],['2022-10-25'],['162']
['江苏辖区农村商业银行2023年度 校园招聘公告'],['2022-10-25'],['100']
['“驱动未来的喜悦” 广汽本田2023校园招聘已启动！'],['2022-10-25'],['121']
['富国基金2023届金融科技人才招聘'],['2022-10-25'],['114']
['“新能源，薪动力”华锐风电2023届 校园招聘简章'],['2022-10-25'],['118']
['北京华环电子股份有限公司2023校园招聘 公司介绍'],['2022-10-25'],['115']
['中国通号研究设计院集团2023校园招聘简章'],['2022-10-25'],['202']
['重庆邮电大学高层次人才招聘'],['2022-10-25'],['142']
['中国银行保险信息技术管理有限公司 2023年校园招聘公告'],['2022-10-25'],['207']
['大唐微电子2023年校园招聘简章'],['2022-10-25'],['196']
['鹏扬基金管理有限公司-金融科技招聘'],['2022-10-25'],['109']
['中信证券股份有限公司安徽分公司 2023年秋季校园招聘'],['2022-10-25'],['116']
['华润雪花啤酒2023届管培生招聘'],['2022-10-25'],['113']
['中国外运股份有限公司——2023年校园招聘火热进行中！'],['2022-10-25'],['183']
['汇聚天下英才 共创钱江时代 ——杭州市钱江新城投资集团2023届校园招聘'],['2022-10-25'],['113']
['中专隆天知识产权运营（深圳）股份有限公司 校园招聘启事'],['2022-10-25'],['90']
['【天津】Apple MacBook App产品新媒体运营、用户体验官'],['2022-10-25'],['102']
['中国星网网络创新研究院有限公司2023年校园招聘'],['2022-10-24'],['262']
['泸州老窖集团有限责任公司2023全国校园招聘简章'],['2022-10-24'],['129']
['中国移动国际有限公司2023年校园招聘公告（全球管培生计划）'],['2022-10-24'],['235']
['德美精细化工2023校园招聘简章'],['2022-10-24'],['93']
['天津银行2023年校园招聘启事'],['2022-10-24'],['143']
['2023年面向高等院校应届大学毕业生招聘简章'],['2022-10-24'],['146']
['北森云计算2023届校园招聘'],['2022-10-24'],['158']
['浙商银行上海分行2023年校园招聘正式启动！'],['2022-10-21'],['138']
['2023丝芙兰数智产品项目造星计划闪耀启动'],['2022-10-21'],['114']
['中国电能成套设备有限公司2023年高校毕业生招聘公告'],['2022-10-21'],['173']
['【国企校招】北京金隅天坛家具股份有限公司2023年校园招聘开启'],['2022-10-21'],['141']
['中信保诚资产管理有限责任公司 2023年管理培训生招聘简章'],['2022-10-21'],['133']
['华泰证券2023校园招聘“闪光”来袭！'],['2022-10-21'],['196']
['中国航天科工集团第六研究院2023年校园招聘'],['2022-10-21'],['303']
['浙江中控技术股份有限公司2023届校园招聘'],['2022-10-21'],['141']
['2023年凯普林校招简章'],['2022-10-20'],['147']
['广州农商银行2023届秋季校园招聘公告'],['2022-10-20'],['118']
['浙商银行总行金融科技部 2023校园招聘启事'],['2022-10-20'],['162']
['中国广播电视网络集团有限公司 2023年高校毕业生公开招聘公告'],['2022-10-20'],['273']
['【高新技术国企】北京晨晶电子2023校招盛大启动'],['2022-10-20'],['184']
['光芒万丈 引领航向 |万向集团2023届校园招聘火热开启'],['2022-10-20'],['129']
['山东省港口集团有限公司2023招聘简章'],['2022-10-20'],['138']
['平安产险总部科技中心2023届校园招聘简章'],['2022-10-20'],['140']
['马夸特开关（威海）有限公司2022年秋季校园招聘简章'],['2022-10-20'],['100']
['重庆农村商业银行2023校园招聘启事'],['2022-10-20'],['120']
['物产中大集团2023校园招聘开启啦~'],['2022-10-20'],['126']
['中国联通四川省分公司2023 校园招聘公告'],['2022-10-20'],['135']
['【新央企】中国电气装备许继集团有限公司2023年校园招聘公告'],['2022-10-20'],['160']
['芯青年 正奋斗| 龙芯中科2023届校园招聘'],['2022-10-20'],['146']
['北自科技 职等你来——2023校园招聘'],['2022-10-20'],['204']
['中国移动甘肃公司诚邀2022/2023届校园应届毕业生加入！'],['2022-10-20'],['100']
['万声集团管培生/管理储备'],['2022-10-18'],['148']
['广东电网公司广州供电局2023年校园招聘'],['2022-10-18'],['221']
['（中国航天科工）北京航天数据股份有限公司2023年校园招聘'],['2022-10-18'],['390']
['神龙汽车有限公司2023招聘简章'],['2022-10-18'],['145']
['中央国债登记结算有限责任公司 2023年度校园招聘启事'],['2022-10-18'],['246']
['销售菁英巢星人2023校园招聘'],['2022-10-18'],['107']
['网龙网络公司2023届校园招聘'],['2022-10-18'],['137']
['清微智能2023届校园招聘'],['2022-10-18'],['131']
['清微智能 2023 届校园招聘'],['2022-10-18'],['108']
['清微智能科技有限公司2023届校园招聘'],['2022-10-18'],['144']
['简历冲刺啦！中国光大银行2023年秋季校园招聘邀请您投递简历！'],['2022-10-16'],['249']
['追觅科技 2023届校园招聘简章 ——未来追觅，有你定义'],['2022-10-16'],['165']
['好传动画2022年秋招！！！！！'],['2022-10-14'],['154']
['正国茂 恰青春 等你来 省国贸集团2023校招正式启动'],['2022-10-14'],['156']
['中电长城圣非凡信息系统有限公司2023年校园招聘简章'],['2022-10-14'],['210']
['赛迪工业和信息化研究院（集团）有限公司2023年校园招聘'],['2022-10-14'],['389']
['京邮通联科技（北京）有限公司校园招聘简章'],['2022-10-13'],['353']
['鼎信通讯23届校招'],['2022-10-13'],['170']
['51WORLD-2023秋季校园招聘'],['2022-10-13'],['166']
['“数”智世界，“能”动未来|国家电网南瑞集团2023届毕业生招聘简章'],['2022-10-13'],['239']
"['用心物色未来,物产中大集团2023校园招聘开启啦~']",['2022-10-13'],['150']
['携手星融，元梦未来-2023星融元数据技术有限公司校园招聘公告'],['2022-10-13'],['123']
['嘉环科技股份有限公司2023届秋季校园招聘'],['2022-10-13'],['112']
['一汽解放汽车有限公司2023年秋季校园招聘启事'],['2022-10-13'],['157']
['众阳健康科技集团2023届秋季招聘简章'],['2022-10-13'],['99']
['泓德基金管理有限公司招聘信息'],['2022-10-13'],['96']
['芯圣电子23届校园招聘'],['2022-10-13'],['112']
['新东方教育科技集团云南学校2023财年招聘简章'],['2022-10-13'],['92']
['中车青岛四方机车车辆股份有限公司2023届毕业生招聘简章'],['2022-10-13'],['124']
['北京大地泰华会计师事务所（特殊普通合伙）校园招聘'],['2022-10-13'],['81']
['【世界500强央企】2022年太平人寿集团管培生招聘'],['2022-10-13'],['156']
['2023校园招聘-江淮汽车直属（安徽江汽物流有限公司）'],['2022-10-13'],['124']
['中国电子科技集团公司第十三研究所 2023届校园招聘'],['2022-10-13'],['320']
['中国电科43所2023年校园招聘'],['2022-10-13'],['311']
['品源知识产权2023校园招聘'],['2022-10-13'],['89']
['宝石花物业2023届校园招聘'],['2022-10-13'],['93']
['汉航（北京）科技有限公司招聘进行中'],['2022-10-13'],['94']
['鸿坤物业集团-鸿图计划-“鸿雁生”2023年校园招聘'],['2022-10-13'],['91']
['拓数派（OpenPie）2023校园招聘'],['2022-10-13'],['124']
['“激荡新片区，成就新梦想”临港新片区2023届全国高校毕业生秋季招聘'],['2022-10-13'],['100']
['北京市顺义区雄恩数学培训学校2023年度秋季校园招聘'],['2022-10-13'],['81']
['云和恩墨2023届秋季招聘'],['2022-10-13'],['113']
['2023北京康特瑞科统计科技有限责任公司 校园招聘'],['2022-10-13'],['100']
['国行未来 为你而来！ 厦门国际银行股份有限公司2023年校园招聘计划'],['2022-10-13'],['107']
['人工智能/机器学习岗位招聘-中船综合院'],['2022-10-13'],['209']
['丰田汽车研发中心2023校园招聘'],['2022-10-13'],['146']
['上海合见工业软件集团有限公司2023届校园招聘简章'],['2022-10-13'],['98']
['深圳市专用通信局招聘应届毕业生公告'],['2022-10-12'],['163']
['三一重能2023届校园招聘'],['2022-10-05'],['476']
['英科再生2023校园招聘--营销管培生'],['2022-10-04'],['135']
['中国电科重庆声光电有限公司 2023届校园招聘'],['2022-10-04'],['213']
['北京出海休闲游戏公司游戏研发岗位招聘(秋招）——北京乐城堡科技有限公司'],['2022-10-04'],['164']
['河北大学2022年高层次人才招聘公告'],['2022-10-04'],['228']
['航天云网公司2023校园招聘'],['2022-10-04'],['333']
['龙双利达2023届秋季校园招聘'],['2022-10-04'],['126']
